Player ID,Rank
4205,1
4515,0.931275993
94283,0.796030493
52294,0.77005351
5059,0.764505984
3478,0.74097746
3695,0.716305159
3927,0.688095289
3871,0.682295953
3456,0.650669092
51297,0.630397346
3468,0.627872046
3867,0.619507709
3464,0.605459829
3570,0.593923259
224142,0.59146903
4193,0.586185039
52341,0.579304867
3691,0.576373386
3475,0.56209666
4417,0.558449444
235621,0.556324653
52886,0.552628584
54351,0.552169632
3587,0.550383346
217512,0.544865696
3700,0.540914783
3659,0.525386619
4504,0.515612796
224678,0.511549015
3495,0.511201934
83218,0.509799442
3499,0.502599851
3993,0.496968651
206781,0.491097336
60157,0.487486029
3878,0.483600057
3712,0.479486109
3943,0.479205883
3469,0.470382491
3507,0.469331678
53149,0.464792854
207037,0.449305025
151401,0.449173402
4372,0.448866762
3702,0.447708844
3498,0.441270771
3959,0.440245713
218159,0.433994354
3654,0.429804093
3832,0.429644181
206796,0.423923351
240231,0.417932931
67623,0.41738347
3486,0.414499485
53449,0.410524319
3608,0.403387094
224134,0.402657
606930,0.399114225
49953,0.397389195
3701,0.397011316
253195,0.391923511
3734,0.391503031
3868,0.387977258
3671,0.384429219
3982,0.384421197
3761,0.383496436
3758,0.378885131
53374,0.377628979
3687,0.376489723
3901,0.37385582
34037,0.372843725
3465,0.369883772
3698,0.367967171
298703,0.36708226
206806,0.365262364
3853,0.364825034
3745,0.360075333
51296,0.359941363
95161,0.356523984
3490,0.354716948
3481,0.345571666
4560,0.34502636
4151,0.341747339
7479,0.341186938
3564,0.340947377
3503,0.338747961
73237,0.33792129
3686,0.334148533
3474,0.332583663
52337,0.329435052
198546,0.328755616
28718,0.327861163
4726,0.325114957
3458,0.323728608
4047,0.314736517
4073,0.313117766
207438,0.312714461
3620,0.311633618
260593,0.306134892
3828,0.305623951
53840,0.303799793
253923,0.302839572
49955,0.300382141
55282,0.299938327
3718,0.29913577
54846,0.297725052
10019,0.297133483
3462,0.296839448
49944,0.295831124
66480,0.292261333
5218,0.291525875
56303,0.291069628
3567,0.288926494
4584,0.287529316
3866,0.283978154
3644,0.28350669
212029,0.282733714
3711,0.281994951
3723,0.275077477
3605,0.270366217
3741,0.267138677
206792,0.266228675
4225,0.26573938
3460,0.263897413
93116,0.263618533
53255,0.259057564
142094,0.257982744
196974,0.255925087
54111,0.255657062
70414,0.255600274
4441,0.255215301
52847,0.251699479
3560,0.250129824
3915,0.249134723
54552,0.248568168
4622,0.247103619
46561,0.242594238
3806,0.242209998
3790,0.241497592
3623,0.237872258
3476,0.237610717
51289,0.237143818
49954,0.23659
3994,0.233819082
27182,0.232000237
3569,0.231497154
4348,0.231357075
54171,0.229184318
207039,0.225958313
4445,0.224376722
534560,0.222924427
3855,0.222744754
4686,0.220738728
49930,0.220490124
4169,0.217982894
5069,0.216474282
81226,0.215793486
51293,0.215349769
3482,0.214323386
3961,0.213028312
45625,0.212808116
3679,0.211868866
74716,0.21149241
3533,0.20971591
256513,0.209241996
79558,0.208732966
28097,0.207501651
204410,0.207362839
206794,0.206577106
3586,0.206100606
95506,0.201903918
3488,0.201537402
51433,0.198960035
9705,0.198785745
3619,0.198369789
4331,0.197930985
3713,0.196961592
3884,0.196747943
3880,0.196114725
65365,0.194969009
9997,0.19417132
4537,0.19113135
58977,0.188090602
3766,0.186188435
52848,0.186111332
3724,0.1839821
4508,0.183225316
45571,0.182937653
3910,0.182645237
3862,0.181004454
218163,0.180462163
3863,0.180291107
3487,0.178845672
4630,0.178265343
49948,0.178154186
3721,0.177480392
70784,0.177016917
28081,0.175513688
67610,0.175032575
4072,0.172504669
58228,0.172481317
28094,0.172189965
206329,0.170774052
83620,0.170307495
69187,0.169307657
49869,0.169215866
3946,0.167910237
3960,0.167790408
4021,0.165734884
4053,0.164714213
55908,0.164432248
49875,0.163627315
3688,0.161269972
3666,0.16110502
5164,0.160717698
87175,0.159595447
200399,0.158579776
34191,0.157245658
27335,0.157099164
55849,0.156964213
4957,0.156203792
75587,0.153506783
4041,0.153398401
52873,0.153326696
3673,0.149630693
3597,0.148362923
206800,0.148128751
3588,0.14632619
53378,0.146277807
734160,0.145468199
806774,0.142937915
76531,0.14240359
177312,0.141642686
203816,0.140139932
51330,0.139744318
42681,0.139595142
217470,0.138900803
3882,0.13870499
206783,0.137328033
3466,0.135852964
4299,0.135619444
4802,0.134583468
3772,0.13390271
28085,0.133434975
3850,0.132773332
3534,0.130715906
50454,0.130376261
4401,0.129504851
3656,0.128731011
3596,0.12718554
205461,0.126680031
51288,0.126156136
176778,0.123827064
4707,0.121870193
206798,0.121848332
51701,0.12172262
55210,0.120862687
42682,0.120540672
173321,0.11964122
3785,0.118915552
207045,0.117519155
3963,0.116557991
3967,0.116006211
366177,0.112171279
3669,0.11153092
3948,0.111047531
3799,0.110626151
52598,0.109732587
206807,0.108956729
77968,0.108549481
4171,0.108433661
70402,0.108259083
4142,0.106715652
95375,0.10667409
3725,0.105787519
4464,0.104163202
943670,0.104033526
3696,0.103800864
3518,0.103634982
3652,0.103206067
4309,0.101404738
253894,0.100094053
4690,0.100068886
207050,0.097746663
4984,0.097576743
3632,0.096936745
3572,0.095712815
3907,0.095308983
166504,0.094253244
207034,0.094240249
3558,0.093991501
124948,0.09242171
3965,0.09152402
3501,0.091384668
28298,0.090810286
4756,0.090740148
3881,0.090558157
56114,0.089867786
802298,0.089236108
4633,0.088900538
58915,0.088767896
3791,0.087304375
4484,0.087057718
51259,0.08703923
3746,0.086548767
51794,0.08513057
28096,0.084757534
4423,0.084549144
153710,0.084523408
196997,0.084480646
10058,0.08324371
57433,0.082288994
67499,0.081902645
51653,0.08146023
4654,0.081203389
4722,0.081041694
83713,0.080940089
3894,0.079796499
202479,0.079113173
115535,0.078057889
93398,0.077572897
230361,0.077435402
3981,0.076253903
263508,0.076063097
72527,0.074828809
69220,0.071830724
27273,0.071473422
411593,0.071145558
50772,0.070102376
54883,0.069885602
52976,0.069573087
5055,0.068567933
3765,0.067960778
83696,0.067895718
303997,0.067183716
4238,0.066850506
77977,0.066820236
4075,0.066673494
836664,0.06664017
3860,0.066619565
4769,0.066259523
205841,0.065765132
5246,0.064957193
191170,0.063761867
205445,0.063349147
51314,0.063117993
182463,0.062975747
4122,0.062479738
52833,0.062301065
182464,0.061782377
251954,0.061318632
217515,0.061120841
3887,0.061049631
79623,0.060951455
373773,0.06077967
28527,0.060683811
4954,0.06022706
6263,0.06021374
54130,0.059954427
82019,0.059865128
4378,0.059623475
51790,0.059414931
9505,0.059412919
962960,0.059342627
137424,0.059164427
114367,0.058553976
182461,0.058500017
209257,0.058398379
57529,0.058169103
28095,0.05807327
224389,0.057562214
3942,0.057438328
200425,0.05700663
42672,0.05671394
3626,0.055263758
4221,0.05516896
64700,0.05491773
3739,0.054740522
96338,0.054619418
224562,0.054320457
3810,0.054185345
49900,0.053912529
59419,0.053843018
4875,0.053755802
42658,0.05334082
124998,0.053285325
45660,0.053258087
3680,0.052738867
64318,0.052288464
3839,0.051542183
369129,0.051358038
208105,0.051010975
4573,0.050202714
7681,0.049436917
5090,0.049270673
206332,0.049252547
109223,0.048873824
54348,0.048507298
4783,0.048416484
825151,0.048093505
897744,0.048037494
198369,0.047855077
53221,0.047683074
3775,0.047430404
64675,0.046961452
56823,0.046811301
369115,0.046794297
5691,0.046396082
3675,0.046268978
91959,0.045829404
3801,0.045826076
4929,0.045778738
3856,0.045161298
3484,0.045083886
3610,0.044344724
90634,0.044175596
76082,0.044075941
3979,0.044050897
50822,0.043874904
4487,0.043610831
3631,0.043596153
207061,0.0434091
3821,0.04238046
52870,0.042252533
3849,0.042182296
77973,0.0420261
53058,0.041611833
49924,0.04160469
45583,0.041502186
378338,0.041439107
3589,0.041422847
207053,0.041309722
3635,0.040896081
54064,0.040789279
3893,0.040581797
3699,0.040088638
87182,0.039810562
125233,0.039688064
3950,0.03940851
55419,0.039392788
54638,0.039244128
206846,0.03916033
3535,0.039010761
4553,0.038746358
5225,0.038667575
3497,0.038613339
76845,0.038266327
98989,0.037766777
70622,0.037714863
681018,0.037579671
76863,0.037463242
4903,0.037249425
52921,0.036471844
83953,0.036330245
3674,0.03622965
3571,0.036114262
156920,0.036024281
141998,0.035700985
4024,0.035572073
49962,0.035559292
4247,0.035433351
4465,0.035301786
74092,0.035001211
3876,0.034530578
58365,0.034427895
53238,0.034178955
55329,0.033916661
69297,0.033815935
254189,0.033570951
54182,0.033562083
208113,0.033546528
53937,0.033421108
55326,0.03329384
51216,0.03300204
412343,0.032889173
206683,0.032744771
60156,0.032632175
4750,0.032476181
94414,0.032239772
4526,0.032235178
87199,0.032113673
52868,0.031958956
51222,0.031567385
4787,0.031209611
27338,0.03119279
87188,0.031060725
51245,0.030981277
221264,0.030783986
74171,0.030690556
66275,0.030632138
49899,0.030626967
27193,0.030406064
50992,0.030402036
206745,0.030062494
51313,0.029416796
205032,0.029388469
51655,0.029130161
51247,0.029068454
65230,0.029056819
5016,0.028807998
50450,0.028795472
217514,0.028667668
3905,0.028625684
71210,0.02859719
3977,0.028520064
90462,0.028474891
4030,0.028310871
4190,0.028155784
252053,0.028111627
4276,0.028031562
291513,0.02786879
3617,0.0275701
864189,0.02742425
74814,0.02734421
87178,0.026774344
207673,0.026748996
3524,0.026477827
10080,0.026114138
3759,0.026011598
54109,0.025988684
224122,0.025953375
675570,0.025913459
163432,0.025841808
125000,0.025834624
79801,0.02578293
197507,0.0256464
4629,0.025574839
45588,0.025545469
51572,0.025413634
103421,0.025381873
54228,0.025362773
4611,0.025077864
216411,0.025016875
4128,0.024962486
751633,0.024513451
4106,0.024494287
191106,0.024371965
49984,0.024297604
3585,0.024232745
195354,0.02420725
27176,0.024196278
3769,0.024175585
218755,0.024123703
4739,0.023998477
53059,0.023968377
51290,0.023960515
54902,0.02390783
55851,0.023881412
4283,0.023873642
81997,0.023799494
806315,0.023221694
54051,0.023212908
3553,0.022893465
41750,0.022554554
172172,0.022533333
254044,0.022393249
86242,0.02235556
847361,0.022307673
34201,0.02229879
4820,0.022251017
729006,0.022198925
3897,0.022139775
201746,0.022052699
190038,0.021994422
3854,0.021910437
363017,0.021864535
4733,0.021682097
4060,0.021661609
81871,0.021589708
91084,0.021545472
4055,0.021485701
86388,0.021355892
53085,0.021289171
217511,0.02118051
28080,0.021041294
846214,0.02088114
67591,0.020754929
4837,0.020701489
162815,0.020696739
28528,0.020651478
4905,0.020558991
64324,0.02051944
3777,0.020361566
27683,0.020335108
751617,0.020157121
51310,0.019845345
